num,DataColeta,Perfil,DataPost,DiaDaSemana,Plays,Curtidas,Comentarios,Compart.,Texto,LinkFoto,LinkVideo,LinkPost,ID,Duracao,Duração Classificada,Retórica Aristotélica,Dispositivo Retórico,Tipo de conteúdo,Abordagem,Tonalidade,Main character,Texto / Hashtag
172,2022-10-02,lulaoficial,2022-08-11 00:00:00,quinta-feira,44000,2804,102,126,A educação é o pilar da transformação social 🇧🇷❤️📚 #diadoestudante #educacao #edutok,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/49701a5722884904a58c20dde26381ec~tplv-dmt-logom:tos-useast2a-v-0068/504e1d286c7244a79fe796454dd75a15.image?x-expires=1664719200&x-signature=0E3cD01cbGdmYIsZ720AeBKQgY4%3D,https://v16-webapp.tiktok.com/ec53422d8d40f131e04a812e93749902/6339a6e4/video/tos/useast2a/tos-useast2a-ve-0068c001/48488155694b4b1a88c4ddae36e888a3/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2708&bt=1354&cs=0&ds=3&ft=gKSYZ8b6o0PD1dOMVyg9wtX2O5LiaQ2D~ra&mime_type=video_mp4&qs=0&rc=MzwzOTlnaWlkOmY8Ozk3OEBpanJ2NjU6ZjZqZTMzNzczM0AuXmMyMzBjX2MxNDRgLV82YSNhYGNjcjQwYm5gLS1kMTZzcw%3D%3D&l=2022100208564201019205115810848167&btag=80000,https://www.tiktok.com/@lulaoficial/video/7130613363570117894,7130613363570117894,57.79,Curto,Ethos,Endorsement,Political-Purposeful,Acclamation,Positive,Voters,Texto + Hashtag
173,2022-10-02,lulaoficial,2022-08-11 00:00:00,quinta-feira,131400,12500,415,406,Experiencia e vontade para recuperar a qualidade de vida para o nosso povo. 🇧🇷❤️🦑 #vamosjuntospelobrasil #equipelula,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/037471a7422a45ebadd833f1157b68b5_1660246364~tplv-dmt-logom:tos-useast2a-v-0068/b81b0a78bfb64a95a0d82b40fd22195a.image?x-expires=1664719200&x-signature=NpcpbU3qz9lpdomIQSTUcNzUKCI%3D,https://v16-webapp.tiktok.com/d2d899caf5f5e06c9faa1f4209326f5a/6339a6d8/video/tos/useast2a/tos-useast2a-ve-0068c004/44c929aec47b413ea898d472a9e41420/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1842&bt=921&cs=0&ds=3&ft=gKSYZ8b6o0PD1EOMVyg9wzW~G5LiaQ2D~IT&mime_type=video_mp4&qs=0&rc=NDU1PDhlNzs0OGg3ZzQ0PEBpM201Omg6ZmpvZTMzNzczM0AwM14zMDYzNV4xNF5fYDQ0YSNhNW1ycjRfZm5gLS1kMTZzcw%3D%3D&l=202210020856390102140290151793A83E&btag=80000,https://www.tiktok.com/@lulaoficial/video/7130703792714059013,7130703792714059013,49.41,Curto,Ethos,Opinion,Nenhum,Defense,Neutral,Self alone,Texto + Hashtag
174,2022-10-02,bolsonaromessiasjair,2022-08-11 00:00:00,quinta-feira,322700,31300,577,2476,#imposto #icms #deflacao #paulo #guedes #presidente #jair #bolsonaro #jairbolsonaro #brasil #🇧🇷,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/1df19ece5a884c0f934bef7cee5c1088_1660249204~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=wArzXaOO4r2Cc6scfuZzOQCt9MI%3D,https://v16-webapp.tiktok.com/cf766cab29bb6c9b8dd5a95080641e8a/63399f37/video/tos/useast2a/tos-useast2a-ve-0068c004/0912ff2dc5554b2da60950c68577ed15/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C0%7C0&br=938&bt=469&cs=0&ds=1&ft=gKSYZ8b6o0PD14aZVyg9wfCE75LiaQ2D~q4&mime_type=video_mp4&qs=0&rc=ZzNpZDU0ZzY7Omc4NWU4Z0BpajRndWg6ZnVwZTMzNzczM0A0XzRjYTFhNTIxYV9hLTU0YSNzaDIucjRnNW5gLS1kMTZzcw%3D%3D&l=202210020824180101920531302087F813&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7130716020704021765,7130716020704021765,37.5,Curto,Ethos,Political Statement,Political-Purposeful,Acclamation,Neutral,Supporters (celebridades ou políticos),Hashtag
175,2022-10-02,bolsonaromessiasjair,2022-08-11 00:00:00,quinta-feira,483000,83500,3376,2634,- Boa noite a todos! 👍. obs: autor desconhecido.,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/e21fca93ae394b51b6883c4211a509ac_1660269983~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=cLNrw9V115TN72ns6bN8Lo2aLZM%3D,https://v16-webapp.tiktok.com/45a4cd1414d7405ca87f501630a5cc3c/63399f26/video/tos/useast2a/tos-useast2a-pve-0068/e5839201ed3943d4aa3cd50fc82d1769/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=932&bt=466&cs=0&ds=3&ft=gKSYZ8b6o0PD1oaZVyg9wqF2O5LiaQ2D~MT&mime_type=video_mp4&qs=0&rc=ZzZpaTdkNDM1Nmg4aTs4aUBpM2QzbDY6Zjl1ZTMzNzczM0BfMDRfNDAyXjQxXjIuNDJgYSNvYG9kcjQwX25gLS1kMTZzcw%3D%3D&l=202210020824140102140290550A8F8E7A&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7130805243079675141,7130805243079675141,24.59,Muito curto,Ethos,Humor,Nenhum,Acclamation,Neutral,Self alone,Texto
176,2022-10-02,bolsonaromessiasjair,2022-08-12 00:00:00,sexta-feira,337500,39600,449,709,BolsonaroMessiasJair (@bolsonaromessiasjair) no TikTok,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/68f704fd19b74fceb9641f001d541680~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=%2Btdkq7XSyT23KBZS7tS3Rfyo%2BSA%3D,https://v16-webapp.tiktok.com/19896e1c3bb4ae2028fde3597c07b750/63399f47/video/tos/useast2a/tos-useast2a-pve-0068/12757a3aab6c426bbcb65c1ce57f84a0/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1882&bt=941&cs=0&ds=3&ft=gKSYZ8b6o0PD1.aZVyg9wHG2O5LiaQ2D~sT&mime_type=video_mp4&qs=0&rc=ZDdmZGY8NTM1ZTRoMzpkNUBpanhtOmg6Zjc4ZTMzNzczM0BfYzNhLi02NTExYGA0Y2A1YSNoYm1ycjRnMm9gLS1kMTZzcw%3D%3D&l=20221002082410010217119027238C7911&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7130977879478816005,7130977879478816005,60.16,Normal,Logos,Fact/Statistic,Political-Purposeful,Acclamation,Neutral,Self alone,Nenhum
177,2022-10-02,lulaoficial,2022-08-12 00:00:00,sexta-feira,80300,7514,297,498,Vamos melhorar a vida do povo brasileiro 🇧🇷❤️🇧🇷❤️ #vamosjuntospelobrasil #equipelula,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/54d9c3f85f1f420686b8b3a60f36c1d0_1660319054~tplv-dmt-logom:tos-useast2a-v-0068/471e7a46ed1c4e238ef596b2c484fe5b.image?x-expires=1664719200&x-signature=WpTS0gezb%2BZppaOD5UGkcC0RK4g%3D,https://v16-webapp.tiktok.com/2ef8efb768e81d4fe33c7c67af16b1aa/6339a6c8/video/tos/useast2a/tos-useast2a-ve-0068c002/77363c3bd98443e8b075d392d8917bc7/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2906&bt=1453&cs=0&ds=3&ft=gKSYZ8b6o0PD1zOMVyg9wpY2O5LiaQ2D~FS&mime_type=video_mp4&qs=0&rc=PDw8M2UzZDdkOzhpZGU0PEBpMzZveTU6Zmc6ZTMzNzczM0AvNGAtX2JiXzYxNWExY2JeYSNicl5kcjRvXm9gLS1kMTZzcw%3D%3D&l=202210020856350102140290151793A6AA&btag=80000,https://www.tiktok.com/@lulaoficial/video/7131015973125115142,7131015973125115142,37.27,Curto,Ethos,Political Statement,Political-Purposeful,Acclamation,Positive,Self + voters,Texto + Hashtag
178,2022-10-02,bolsonaromessiasjair,2022-08-12 00:00:00,sexta-feira,722000,80000,3437,1358,#pastelzinho #pastel #live #jantar #janta #semana #presidente #jair #bolsonaro #jairbolsonaro #kkkk #brasil #🇧🇷,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/87002f1e77c84d7ca8afe4af041196ac~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=zhGhVQHl%2FTWXRKl8lkcPvNsA%2FWY%3D,https://v16-webapp.tiktok.com/639ba1b901af33a10340918b581078bc/63399f21/video/tos/useast2a/tos-useast2a-ve-0068c001/ddef778d97014d4fb2aa54b3f61994a2/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2442&bt=1221&cs=0&ds=3&ft=gKSYZ8b6o0PD1GaZVyg9w6z275LiaQ2D~rS&mime_type=video_mp4&qs=0&rc=aGVnNTk4NjwzPGY4aWZpZkBpam5xZTM6ZnVlZTMzNzczM0BgMTAwYl8xXzAxLmEwX2AzYSMzM2stcjRnNm9gLS1kMTZzcw%3D%3D&l=202210020824070102140290200D940B77&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7131086087845465349,7131086087845465349,26.56,Muito curto,Nenhum,Humor,Personal,Acclamation,Neutral,Self alone,Hashtag
179,2022-10-02,lulaoficial,2022-08-12 00:00:00,sexta-feira,68500,4090,143,146,O jovem só perde a luta que ele não faz 🇧🇷❤️😎 #vamosjuntospelobrasil #equipelula #juventude #futuro #Brasil,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/51eb21b6b04546c9805bbcbdfd1c3e11_1660341713~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=s1XcixYwSAnjjBEhrYcW5WJQHYI%3D,https://v16-webapp.tiktok.com/ff7958e3993b3e0a8f06cd0e92e29170/6339a6bd/video/tos/useast2a/tos-useast2a-pve-0068/fa0cde12ea6f4cbbaf52d092d7ff8b58/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2170&bt=1085&cs=0&ds=3&ft=gKSYZ8b6o0PD1wOMVyg9wHi2O5LiaQ2D~58&mime_type=video_mp4&qs=0&rc=ZDc5Z2Q6Njc7Ozg5Nzk7Z0BpamxnODU6ZmlmZTMzNzczM0AyX2JiNWM1X2AxLl81YjBgYSNfaTJhcjRvb29gLS1kMTZzcw%3D%3D&l=202210020856310102170870712084BE2B&btag=80000,https://www.tiktok.com/@lulaoficial/video/7131113306244287750,7131113306244287750,29.39,Muito curto,Pathos,Personal Appeal,Campaign Act,Acclamation,Positive,Self + voters,Texto + Hashtag
180,2022-10-02,bolsonaromessiasjair,2022-08-13 00:00:00,sábado,153300,14700,372,260,"- Uma carta ""pela democracia"" que reúne artistas com saudades da lei rouanet, sindicatos com saudades do imposto sindical, bancos com saudades das taxas de transferência e defensores de ditaduras socialistas, todos esses com saudades do Ladrão, vale menos que um pastel de vento. #bolsonaro #jair #democracia #movimento #carta #sindicato #rouanet #pastel #com #caldo #delicia #brasil #🇧🇷",https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/c5285c3444784b38ae2e83098a5c53dc_1660392303~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=mT38xCzcVWSOu1tK2JKa2QIYDUg%3D,https://v16-webapp.tiktok.com/d622640407f9edd9ee9b678951212729/63399f33/video/tos/useast2a/tos-useast2a-ve-0068c001/71eba74bd07740bcaf662fcdcae535d3/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C0%7C0&br=748&bt=374&cs=0&ds=1&ft=gKSYZ8b6o0PD1caZVyg9wkFE75LiaQ2D~Da&mime_type=video_mp4&qs=0&rc=NWhkaWc3aDZoO2c6Nzw7ZUBpM2U0NTw6ZnRzZTMzNzczM0BgYl4xNGJfNTAxYGFgLl4vYSNrZ3AycjRnM29gLS1kMTZzcw%3D%3D&l=202210020824030102170831610D8A996B&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7131330617203100934,7131330617203100934,47.23,Curto,Ethos,Humor,Nenhum,Defense,Neutral,Self alone,Texto + Hashtag
181,2022-10-02,lulaoficial,2022-08-13 00:00:00,sábado,365100,64500,2237,3701,Essa bandeira é nossa 🇧🇷❤️🇧🇷❤️ #vamosjuntospelobrasil #equipelula #brasil,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/2e5178f1da5142e4a5d8656ee6a82fc1_1660396360~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=6p7JwO%2BV%2Bv9jaYZLSoE3a%2F48J%2Fs%3D,https://v16-webapp.tiktok.com/968c8c52daa74153b2402c34f88aebca/6339a6bd/video/tos/useast2a/tos-useast2a-ve-0068c003/be1d46d1915b4b6e8cf38fa67d999f6b/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=3702&bt=1851&cs=0&ds=3&ft=gKSYZ8b6o0PD1aGMVyg9wNGEO5LiaQ2D~rT&mime_type=video_mp4&qs=0&rc=O2Q1aWU0NWk6PDtnZjdlN0Bpamxvbjs6Zml0ZTMzNzczM0BgYl8zYl9iX18xYzVeNjZjYSM0MTQwcjRnM29gLS1kMTZzcw%3D%3D&l=20221002085627010217026195248CC092&btag=80000,https://www.tiktok.com/@lulaoficial/video/7131348039222004997,7131348039222004997,33.18,Curto,Ethos,Commitment,Campaign Act,Acclamation,Positive,Self + voters,Texto + Hashtag
182,2022-10-02,lulaoficial,2022-08-13 00:00:00,sábado,4900000,409100,22300,15400,Hoje é dia 1️⃣3️⃣⭐ Faltam 50 dias para... #luladay,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/d7882569ab9c44c1b621981d97175e99_1660409093~tplv-dmt-logom:tos-useast2a-v-0068/8db69a1474a6456b9f15edd0f976e301.image?x-expires=1664719200&x-signature=LafVWGtOGu3OKsdnCbnJsra8cXc%3D,https://v16-webapp.tiktok.com/2fede89aac7d07ea81682ad49b3c9a0c/6339a69f/video/tos/useast2a/tos-useast2a-pve-0068/1defce23ede64d08b35cc07ffe73d7de/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2602&bt=1301&cs=0&ds=3&ft=gKSYZ8b6o0PD1lGMVyg9wHi275LiaQ2D~IT&mime_type=video_mp4&qs=0&rc=OGllODY6ZzplMzZnOTk3N0BpMzo5bjM6Znl3ZTMzNzczM0BfY14zMDExX14xNjMvLTFgYSNiMWhecjRnNm9gLS1kMTZzcw%3D%3D&l=2022100208562401021709510716966241&btag=80000,https://www.tiktok.com/@lulaoficial/video/7131402728286342405,7131402728286342405,7.92,Muito curto,Nenhum,Nenhum,Campaign Act,Acclamation,Positive,Self alone,Texto + Hashtag
183,2022-10-02,bolsonaromessiasjair,2022-08-13 00:00:00,sábado,369500,39400,448,458,BolsonaroMessiasJair (@bolsonaromessiasjair) no TikTok,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/d13690224c2d42288761e79030ef858f~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=iKtUUVwXlLQvHe1JfZrc7NQYmeY%3D,https://v16-webapp.tiktok.com/f71f5266a9ea3df0991fe5abeb0aed50/63399f2d/video/tos/useast2a/tos-useast2a-pve-0068/ea361397105f47e1baf532e67a95fdc5/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1506&bt=753&cs=0&ds=3&ft=gKSYZ8b6o0PD1paZVyg9wIYE75LiaQ2D~ra&mime_type=video_mp4&qs=0&rc=O2k4ZmU8Zjc6Nzc8ZzQzZEBpM2VveTU6ZjN5ZTMzNzczM0AuYF8xL19jNTYxNDBhNl8xYSM2NF9kcjRnLm9gLS1kMTZzcw%3D%3D&l=202210020824000102230191041982624F&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7131433205214792966,7131433205214792966,45.72,Curto,Ethos,Nenhum,Personal,Defense,Neutral,Self alone,Nenhum
184,2022-10-02,lulaoficial,2022-08-13 00:00:00,sábado,84200,8850,495,300,Quem aqui já quer mais um #luladay ? ☝️🦑❤️🇧🇷,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/c731b5f02e4c45caad5c2b5ceb77186d_1660430260~tplv-dmt-logom:tos-useast2a-v-0068/8972ee22f0564e42b7af119255835eaf.image?x-expires=1664719200&x-signature=KToKQQCK%2FYE58eUml73ChlLOQZ8%3D,https://v16-webapp.tiktok.com/9f366d23c6ba898e06392a8cc37ab753/6339a6be/video/tos/useast2a/tos-useast2a-ve-0068c001/5c9317897af24eb99c50895ffc5bbce9/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2208&bt=1104&cs=0&ds=3&ft=gKSYZ8b6o0PD17GMVyg9w0F2O5LiaQ2D~tT&mime_type=video_mp4&qs=0&rc=ODk7NTU0OmVoOjxkZmg1OkBpMzRxbWk6ZmQ1ZTMzNzczM0BfMTAuYjEtNTAxYDMxMDIvYSNkb29fcjQwY3BgLS1kMTZzcw%3D%3D&l=2022100208562001021709510716966094&btag=80000,https://www.tiktok.com/@lulaoficial/video/7131493637380132102,7131493637380132102,41.89,Curto,Ethos,Humor,Campaign Act,Acclamation,Positive,Self alone,Texto + Hashtag
185,2022-10-02,bolsonaromessiasjair,2022-08-14 00:00:00,domingo,245300,33300,1009,1970,#jair #bolsonaro #jairbolsonaro #presidente #brasil #verdade #deus #patria #familia #🇧🇷,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/6a2b605f7c014580b21155a879a47510_1660479246~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=9ZDV%2FuSXmNw3CnRIaP7SvRr%2Bu%2B8%3D,https://v16-webapp.tiktok.com/0184ba66b81f26f4a7bed78852792772/63399f3b/video/tos/useast2a/tos-useast2a-ve-0068c001/14b167a3b62a43bebe34e69653264535/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1802&bt=901&cs=0&ds=3&ft=gKSYZ8b6o0PD19aZVyg9weC2O5LiaQ2D~54&mime_type=video_mp4&qs=0&rc=ZDY5ZGgzNDc4OWc6Nmg5M0BpM3lkamg6ZjRoZTMzNzczM0AvNTYtNl5iXzYxNTNjNTI0YSMuZXBqcjRvYnBgLS1kMTZzcw%3D%3D&l=20221002082356010214029042078CF81F&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7131704024373464326,7131704024373464326,64.06,Normal,Ethos,Fact/Statistic,Campaign Act,Defense,Positive,Self + Opponent,Hashtag
186,2022-10-02,lulaoficial,2022-08-14 00:00:00,domingo,149600,13300,945,1853,"Um feliz Dia dos Pais com muito carinho, fraternidade, amor e esperança de dias melhores para o Brasil 🇧🇷❤️ #Pai #equipelula #lula #vamosjuntospelobrasil",https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/5fe873dfd5a842c3ac2e9564a7ab0e59_1660488274~tplv-dmt-logom:tos-useast2a-v-0068/c509b98c7cf54bc4bb01cbebb15380e8.image?x-expires=1664719200&x-signature=qBd96zFWlPo68fosNaYWCjIvYcc%3D,https://v16-webapp.tiktok.com/1d7a578e18918675d2fca1e0673bf5e7/6339a6dc/video/tos/useast2a/tos-useast2a-ve-0068c004/645844a310264ee79bb9dad88e14a08c/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1966&bt=983&cs=0&ds=3&ft=gKSYZ8b6o0PD1yGMVyg9w0Y2O5LiaQ2D~7a&mime_type=video_mp4&qs=0&rc=ZGhoOGRpODQ3Z2g6NzxkNkBpMzY4OTg6ZmxqZTMzNzczM0AuMV5jYzJhNi0xL15gYjBjYSMzYl5xcjRvZ3BgLS1kMTZzcw%3D%3D&l=20221002085616010223077154018F0D53&btag=80000,https://www.tiktok.com/@lulaoficial/video/7131742778471599366,7131742778471599366,76.3,Normal,Pathos,Political Statement,Campaign Act,Acclamation,Neutral,Self alone,Texto + Hashtag
187,2022-10-02,bolsonaromessiasjair,2022-08-14 00:00:00,domingo,154000,12800,272,348,#titulos #brasil #jair #bolsonaro #presidente #jairbolsonaro #oportunidade #brasil #domingo #deus #patria #familia #🇧🇷 #propriedade #trabalho #emprego #renda,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/2599ec2fd7084a58a35247b4f2f923b0~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=zvA3izhQ92lPXyYHKNtVh9H%2BAFU%3D,https://v16-webapp.tiktok.com/98140b13156da6a48e6f68eb30c39982/63399f0b/video/tos/useast2a/tos-useast2a-ve-0068c001/612c3afd43a0444c95920632c074d381/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1592&bt=796&cs=0&ds=3&ft=gKSYZ8b6o0PD1gaZVyg9woXE75LiaQ2D~58&mime_type=video_mp4&qs=0&rc=NGlpNzM2ZjtpOTU8ZGU1NEBpM2VmdGU6ZndwZTMzNzczM0BeNTEyNTI2NWIxLmNiMGM2YSMxcWxgcjQwMHBgLS1kMTZzcw%3D%3D&l=2022100208235301022301910419825E76&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7131839191364799750,7131839191364799750,18.62,Muito curto,Ethos,Humor,Political-Purposeful,Acclamation,Positive,Self alone,Hashtag
188,2022-10-02,bolsonaromessiasjair,2022-08-14 00:00:00,domingo,350400,43700,1539,919,#power #rangers #go #go #gente #obrigado #quem #é #chico #sá #megazord #jair #bolsonaro #jairbolsonaro #zordon #🇧🇷,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/213f19bd6ebe461ca0f57042c543de0a_1660520138~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=9HlnvDmJSrS2%2BqIetP%2FJVAOqZNg%3D,https://v16-webapp.tiktok.com/2b84b0797c1b269b06e04481fe4498d9/63399f01/video/tos/useast2a/tos-useast2a-pve-0068/909b634bc3cf4b84a87cfc2647927148/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=808&bt=404&cs=0&ds=1&ft=ar5S8qGHmo0PDKk8jMaQ9Bi1~ObpkV1PCo&mime_type=video_mp4&qs=0&rc=ODc7MzdoOWc7NjNlZjM7aEBpajp1ODU6ZmtyZTMzNzczM0AvLjRfM18yXi4xLzIyNWEwYSNwXzQzcjRvYXBgLS1kMTZzcw%3D%3D&l=2022100208234901022301910419825C82&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7131879665454681349,7131879665454681349,11.33,Muito curto,Nenhum,Humor,Nenhum,Defense,Neutral,Self alone,Hashtag
189,2022-10-02,bolsonaromessiasjair,2022-08-15 00:00:00,segunda-feira,151300,15700,385,678,#liberdade #brasil #🇧🇷 #deus #patria #familia #democracia #jair #bolsonaro #jairbolsonaro #liberta #br #presidente,https://p77-sign-va.tiktokcdn.com/tos-maliva-p-0068/0f7102b20b2e4000985a465d8b14057b_1660571996~tplv-f5insbecw7-1:720:720.jpeg?x-expires=1664719200&x-signature=8DsZGvEmAukVj8PYrPWuIqUyDkQ%3D,https://v16-webapp.tiktok.com/6152edef9f80b4af325193c0817affcd/63399f2c/video/tos/useast2a/tos-useast2a-ve-0068c003/3bfdafb9a79f40b29fc47b43ad9776f1/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1710&bt=855&cs=0&ds=3&ft=gKSYZ8b6o0PD1jaZVyg9w.F2O5LiaQ2D~R8&mime_type=video_mp4&qs=0&rc=aGhmZTs4ODc1Ozs4aTxoZkBpamxqcDw6Zjw4ZTMzNzczM0AzYl9fYjQuNmExLl4yMzY2YSMwNGBjcjQwL3FgLS1kMTZzcw%3D%3D&l=2022100208234601022301910419825A8F&btag=80000,https://www.tiktok.com/@bolsonaromessiasjair/video/7132102394170674437,7132102394170674437,58.54,Curto,Pathos,Political Statement,Campaign Act,Acclamation,Neutral,Self alone,Hashtag
190,2022-10-02,lulaoficial,2022-08-15 00:00:00,segunda-feira,108800,7550,256,437,A indústria automobilística vai voltar a crescer 🚙❤️🇧🇷 #vamosjuntospelobrasil #equipelula,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/6c5a70bd921b484a8e9cafb5610721b0~tplv-dmt-logom:tos-useast2a-v-0068/92df332dfa02403a888bf395e42deb4b.image?x-expires=1664719200&x-signature=reRWCO91vpTNDOX32jTcyefiHGQ%3D,https://v16-webapp.tiktok.com/3be395fcb4764b7f7387e9abdf67f54a/6339a6c7/video/tos/useast2a/tos-useast2a-pve-0068/2b916235ab344a37aaa54b25b66f030c/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=2244&bt=1122&cs=0&ds=3&ft=gKSYZ8b6o0PD1fGMVyg9wbF2O5LiaQ2D~BS&mime_type=video_mp4&qs=0&rc=Nmc0OjxkMzQzNDs4NTdpZUBpam01ZTY6Zm05ZTMzNzczM0BhLjI0Xi9jXi8xXy01LV9fYSNmaW5lcjRvYnFgLS1kMTZzcw%3D%3D&l=2022100208561301019205203527863632&btag=80000,https://www.tiktok.com/@lulaoficial/video/7132126626027998469,7132126626027998469,58.72,Curto,Logos,Fact/Statistic,Political-Purposeful,Acclamation,Neutral,Self alone,Texto + Hashtag
191,2022-10-02,lulaoficial,2022-08-15 00:00:00,segunda-feira,248200,33800,963,409,Ação! À meia-noite começa nossa campanha. O Brasil vai voltar a ser um país de esperança! 🇧🇷❤️#vamosjuntospelobrasil #equipelula,https://p16-sign-va.tiktokcdn.com/tos-maliva-p-0068/687608dd528948cabded5f2e4442c19a_1660580898~tplv-dmt-logom:tos-useast2a-v-0068/d0454aa7ec38469582fdd6a914237f22.image?x-expires=1664719200&x-signature=HJxIw%2Bd7yeAcvMHQcnhOtJ7hpmg%3D,https://v16-webapp.tiktok.com/9f9ee360b0616430a2a59a3fbc9bbdd4/6339a699/video/tos/useast2a/tos-useast2a-ve-0068c004/98c9ad824b174852a064a81ee09f6f31/?a=1988&ch=0&cr=0&dr=0&lr=tiktok_m&cd=0%7C0%7C1%7C0&cv=1&br=1266&bt=633&cs=0&ds=3&ft=gKSYZ8b6o0PD1kGMVyg9weW~G5LiaQ2D~TT&mime_type=video_mp4&qs=0&rc=OTM6Mzk6ZDs5PGlkZTRlO0Bpam5kbmc6Zjg6ZTMzNzczM0AuX2ItNV4zXzQxMjIuLWNfYSM0amstcjRnNXFgLS1kMTZzcw%3D%3D&l=20221002085610010217119167268D5EA6&btag=80000,https://www.tiktok.com/@lulaoficial/video/7132140612509289733,7132140612509289733,15.23,Muito curto,Nenhum,Humor,Campaign Act,Acclamation,Positive,Self alone,Texto + Hashtag
